tipo,subtipo,vencimento,qtdMinima,taxa,msg_patrocinado,patrocinado,emissor,liquidez,incentivada,qualificado,juros,amortizacao,carencia,rating,agencia,preco,corretora,nr,a,investir,tp_d,chat,enable_popup,url,tp_mercado,tir,vir,dc,du,rbd,rbm,rba,rbp,rlp,rld,rlm,rla,vb,vl,vrl,prlt,idx,rpd,rpp,vpp,teq,tt,am,total,rico_tipo,xp_tipo,cod_cetip,escalonado,avista_id
CDB,,1826 dias,1000.0,IPCA +4.36%,,False,BANCO PINE,No Vencimento,False,False,4.36,,No Vencimento,BB+,Fitch,1000.0,RB Investimentos,15.0,RB Investimentos,False,Corretora,False,,,P,15.0,77.62,1826,1256,0.033208,0.6997,8.73,51.74,43.98,0.029027,0.61,7.59,1517.45,1439.83,439.83,43.98,IPCA,0.0222,32.2,1322.04,LCI/LCA IPCA + 3.71%,8.73,160000.0,4.36,,,,,
CDB,,1826 dias,5000.0,IPCA +4.36%,,False,BANCO PINE,No vencimento,False,False,4.36,,,BB+,Fitch,5000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,15.0,388.08,1826,1256,0.033208,0.6997,8.73,51.74,43.98,0.029027,0.61,7.59,7587.23,7199.15,2199.15,43.98,IPCA,0.0222,32.2,6610.22,LCI/LCA IPCA + 3.71%,8.73,160000.0,4.36,,,,,
CDB,,734 dias,1000.0,IPCA +4.63%,,False,BANCO PINE,No vencimento,False,False,4.63,Vencimento,08/04/2025,BB+,Fitch,1000.0,Guide,15.0,Guide,False,Corretora,,,,P,15.0,27.31,734,504,0.033197,0.6995,8.72,18.21,15.48,0.028557,0.6,7.46,1182.09,1154.78,154.78,15.48,IPCA,0.0222,11.81,1118.13,LCI/LCA IPCA + 3.94%,8.72,210000.0,4.63,,,,,
Debênture,,3006 dias,1204.23,IPCA +4.34%,,False,E COMGÁS ,No Vencimento,True,True,4.34,Agosto (A partir de 2029),15/08/2031,,,1204.23,Itaú Corretora,0.0,Itaú Corretora,False,Corretora,False,,,S,15.0,177.73,3006,2068,0.033132,0.6981,8.71,98.39,83.63,0.029393,0.62,7.69,2389.07,2211.34,1007.11,83.63,IPCA,0.0222,58.35,1906.95,LCI/LCA IPCA + 3.69%,8.71,130000.0,4.34,,,,,
LCA,,730 dias,50000.0,IPCA +4.54%,,False,BANCO BOCOM BBM,No vencimento,False,False,4.54,Vencimento,04/04/2025,AAA,Fitch,50000.0,Guide,25.0,Guide,False,Corretora,,,,P,0.0,0.0,730,502,0.032856,0.6922,8.63,17.93,17.93,0.032856,0.69,8.63,58964.22,58964.22,8964.22,17.93,IPCA,0.0222,11.76,55881.58,CDB IPCA + 5.34%,8.63,210000.0,4.54,,,,,
LCA,,1462 dias,50000.0,IPCA +4.53%,,False,BANCO BOCOM BBM,No vencimento,False,False,4.53,Vencimento,06/04/2027,AAA,Fitch,50000.0,Guide,25.0,Guide,False,Corretora,,,,P,0.0,0.0,1462,1004,0.032818,0.6914,8.62,39.02,39.02,0.032818,0.69,8.62,69509.1,69509.1,19509.1,39.02,IPCA,0.0222,24.91,62455.01,CDB IPCA + 5.33%,8.62,180000.0,4.53,,,,,
LCA,,730 dias,1000.0,IPCA +4.21%,,False,BANCO BTG PACTUAL,No vencimento,False,False,4.21,,,AAA,S&P,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,0.0,0.0,730,502,0.032637,0.6876,8.57,17.8,17.8,0.032637,0.69,8.57,1177.99,1177.99,177.99,17.8,IPCA,0.0222,11.8,1118.05,CDB IPCA + 4.95%,8.57,210000.0,4.21,,,,,
LCA,,1095 dias,1000.0,IPCA +4.2%,,False,BANCO BOCOM BBM SA ,No Vencimento,True,False,4.2,,No vencimento,Fitch,Fitch,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,0.0,0.0,1095,755,0.032599,0.6868,8.56,27.9,27.9,0.032599,0.69,8.56,1279.01,1279.01,279.01,27.9,IPCA,0.0222,18.27,1182.72,CDB IPCA + 4.94%,8.56,200000.0,4.2,bancario,,,,
LCA,,1095 dias,50000.0,IPCA +4.2%,,False,BANCO BOCOM BBM SA ,D+90,True,False,4.2,,Sem carência,AAA,Fitch,1000.0,XP,0.0,XP,False,Corretora,False,,,P,0.0,0.0,1095,755,0.032599,0.6868,8.56,27.9,27.9,0.032599,0.69,8.56,1279.01,1279.01,279.01,27.9,IPCA,0.0222,18.27,1182.72,CDB IPCA + 4.94%,8.56,200000.0,4.2,,bancario,,,
CDB,,1099 dias,1000.0,IPCA +4.46%,,False,BANCO PINE,No vencimento,False,False,4.46,Vencimento,08/04/2026,BB+,Fitch,1000.0,Guide,15.0,Guide,False,Corretora,,,,P,15.0,41.84,1099,756,0.032552,0.6858,8.55,27.9,23.71,0.02815,0.59,7.35,1278.96,1237.12,237.12,23.71,IPCA,0.0222,18.23,1182.32,LCI/LCA IPCA + 3.79%,8.55,200000.0,4.46,,,,,
Debênture,,7663 dias,1451.32,IPCA +4.19%,,False,E TAESA ,No Vencimento,True,True,4.19,Maio e Novembro (A partir de 2023),15/05/2044,,,1451.32,Itaú Corretora,0.0,Itaú Corretora,False,Corretora,False,,,S,15.0,993.61,7663,5272,0.032561,0.686,8.55,456.42,387.96,0.03007,0.63,7.87,8075.42,7081.8,5630.48,387.96,IPCA,0.0222,222.79,4684.75,LCI/LCA IPCA + 3.56%,8.55,45000.0,4.19,,,,,
LCA,,1460 dias,1000.0,IPCA +4.15%,,False,BANCO BOCOM BBM SA ,No Vencimento,True,False,4.15,,No vencimento,Fitch,Fitch,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,0.0,0.0,1460,1006,0.032409,0.6828,8.51,38.54,38.54,0.032409,0.68,8.51,1385.39,1385.39,385.39,38.54,IPCA,0.0222,25.06,1250.58,CDB IPCA + 4.88%,8.51,180000.0,4.15,bancario,,,,
LCA,,1460 dias,50000.0,IPCA +4.15%,,False,BANCO BOCOM BBM SA ,D+90,True,False,4.15,,Sem carência,AAA,Fitch,1000.0,XP,0.0,XP,False,Corretora,False,,,P,0.0,0.0,1460,1006,0.032409,0.6828,8.51,38.54,38.54,0.032409,0.68,8.51,1385.39,1385.39,385.39,38.54,IPCA,0.0222,25.06,1250.58,CDB IPCA + 4.88%,8.51,180000.0,4.15,,bancario,,,
CDB,,1468 dias,1000.0,IPCA +4.41%,,False,BANCO PINE,No vencimento,False,False,4.41,Vencimento,12/04/2027,BB+,Fitch,1000.0,Guide,15.0,Guide,False,Corretora,,,,P,15.0,57.84,1468,1008,0.032362,0.6818,8.5,38.56,32.78,0.02813,0.59,7.34,1385.63,1327.78,327.78,32.78,IPCA,0.0222,25.02,1250.21,LCI/LCA IPCA + 3.75%,8.5,180000.0,4.41,,,,,
CDB,,468 dias,772.845,8.5%,,False,BANCO SOFISA,No vencimento,False,False,8.5,Sem Amortização,02/09/2024,A+,Fitch,772.845,Genial Investimentos,21.0,Genial,False,Corretora,,True,,S,17.5,14.86,468,322,0.032378,0.6821,8.5,10.99,9.06,0.026949,0.57,7.03,857.76,842.9,70.05,9.06,PRÉ,0.0222,7.42,830.19,LCI/LCA 7.01% PRÉ,8.5,230000.0,8.5,,,,,
LCA,,1098 dias,50000.0,IPCA +4.39%,,False,BANCO BOCOM BBM,No vencimento,False,False,4.39,Vencimento,07/04/2026,AAA,Fitch,50000.0,Guide,25.0,Guide,False,Corretora,,,,P,0.0,0.0,1098,755,0.032286,0.6802,8.47,27.6,27.6,0.032286,0.68,8.47,63799.15,63799.15,13799.15,27.6,IPCA,0.0222,18.21,59103.12,CDB IPCA + 5.16%,8.47,200000.0,4.39,,,,,
LCA,,1096 dias,5000.0,IPCA +4.01%,,False,BANCO BTG PACTUAL,No vencimento,True,False,4.01,Vencimento,1096 dias dias,AAA,S&P,5000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,0.0,0.0,1096,756,0.031875,0.6715,8.36,27.24,27.24,0.031875,0.67,8.36,6362.2,6362.2,1362.2,27.24,IPCA,0.0222,18.3,5914.92,CDB IPCA + 4.72%,8.36,200000.0,4.01,,,,,
CDB,,720 dias,1.0,IPCA +4.0%,,False,BANCO SOFISA,No vencimento,False,False,4.0,,,A+,Fitch,1.0,Sofisa Direto,19.0,Sofisa Direto,False,Banco,,,,P,17.5,0.03,720,495,0.031837,0.6707,8.35,17.07,14.08,0.026614,0.56,6.94,1.17,1.14,0.14,14.0,IPCA,0.0222,11.63,1.12,LCI/LCA IPCA + 3.3%,8.35,210000.0,4.0,,,,,
LCA,,3654 dias,5000.0,IPCA +4.0%,,False,BANCO BTG PACTUAL,No vencimento,True,False,4.0,Vencimento,3654 dias dias,AAA,S&P,5000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,0.0,0.0,3654,2515,0.031837,0.6707,8.35,122.68,122.68,0.031837,0.67,8.35,11134.01,11134.01,6134.01,122.68,IPCA,0.0222,74.9,8744.82,CDB IPCA + 4.71%,8.35,110000.0,4.0,,,,,
LCA,,3653 dias,1000.0,IPCA +3.9%,,False,BANCO BTG PACTUAL,No Vencimento,True,False,3.9,,,AAA,S&P,1000.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,P,0.0,0.0,3653,2514,0.031455,0.6626,8.25,120.48,120.48,0.031455,0.66,8.25,2204.83,2204.83,1204.83,120.48,IPCA,0.0222,74.86,1748.58,CDB IPCA + 117.65%,8.25,110000.0,3.9,,,,,
LCA,,3290 dias,5000.0,IPCA +3.88%,,False,BANCO BTG PACTUAL,No vencimento,True,False,3.88,Vencimento,3290 dias dias,AAA,S&P,5000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,0.0,0.0,3290,2264,0.031378,0.661,8.23,103.46,103.46,0.031378,0.66,8.23,10172.97,10172.97,5172.97,103.46,IPCA,0.0222,65.41,8270.3,CDB IPCA + 4.56%,8.23,120000.0,3.88,,,,,
LCA,,1463 dias,5000.0,IPCA +3.87%,,False,BANCO BTG PACTUAL,No vencimento,True,False,3.87,Vencimento,1463 dias dias,AAA,S&P,5000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,0.0,0.0,1463,1007,0.03134,0.6602,8.22,37.1,37.1,0.03134,0.66,8.22,6855.04,6855.04,1855.04,37.1,IPCA,0.0222,25.09,6254.3,CDB IPCA + 4.55%,8.22,180000.0,3.87,,,,,
LCA,,1098 dias,1000.0,IPCA +3.86%,,False,BANCO BTG PACTUAL,No Vencimento,True,False,3.86,,,AAA,S&P,1000.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,P,0.0,0.0,1098,756,0.031302,0.6594,8.21,26.69,26.69,0.031302,0.66,8.21,1266.94,1266.94,266.94,26.69,IPCA,0.0222,18.3,1182.98,CDB IPCA + 117.65%,8.21,200000.0,3.86,,,,,
LCA,,2922 dias,5000.0,IPCA +3.85%,,False,BANCO BTG PACTUAL,No vencimento,True,False,3.85,Vencimento,2922 dias dias,AAA,S&P,5000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,0.0,0.0,2922,2009,0.031264,0.6586,8.2,87.38,87.38,0.031264,0.66,8.2,9369.22,9369.22,4369.22,87.38,IPCA,0.0222,56.29,7814.57,CDB IPCA + 4.53%,8.2,130000.0,3.85,,,,,
LCA,,1827 dias,5000.0,IPCA +3.82%,,False,BANCO BTG PACTUAL,No vencimento,True,False,3.82,Vencimento,1827 dias dias,AAA,S&P,5000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,0.0,0.0,1827,1257,0.031149,0.6562,8.16,47.92,47.92,0.031149,0.66,8.16,7395.87,7395.87,2395.87,47.92,IPCA,0.0222,32.23,6611.69,CDB IPCA + 4.49%,8.16,170000.0,3.82,,,,,
LCA,,2192 dias,5000.0,IPCA +3.82%,,False,BANCO BTG PACTUAL,No vencimento,True,False,3.82,Vencimento,2192 dias dias,AAA,S&P,5000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,0.0,0.0,2192,1507,0.031149,0.6562,8.16,59.89,59.89,0.031149,0.66,8.16,7994.73,7994.73,2994.73,59.89,IPCA,0.0222,39.79,6989.49,CDB IPCA + 4.49%,8.16,160000.0,3.82,,,,,
LCA,,2557 dias,5000.0,IPCA +3.82%,,False,BANCO BTG PACTUAL,No vencimento,True,False,3.82,Vencimento,2557 dias dias,AAA,S&P,5000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,0.0,0.0,2557,1757,0.031149,0.6562,8.16,72.84,72.84,0.031149,0.66,8.16,8642.07,8642.07,3642.07,72.84,IPCA,0.0222,47.78,7388.88,CDB IPCA + 4.49%,8.16,140000.0,3.82,,,,,
LCA,,3289 dias,1000.0,IPCA +3.73%,,False,BANCO BTG PACTUAL,No Vencimento,True,False,3.73,,,AAA,S&P,1000.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,P,0.0,0.0,3289,2263,0.030805,0.6489,8.07,100.77,100.77,0.030805,0.65,8.07,2007.73,2007.73,1007.73,100.77,IPCA,0.0222,65.37,1653.69,CDB IPCA + 117.65%,8.07,120000.0,3.73,,,,,
LCA,,1462 dias,1000.0,IPCA +3.72%,,False,BANCO BTG PACTUAL,No Vencimento,True,False,3.72,,,AAA,S&P,1000.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,P,0.0,0.0,1462,1006,0.030767,0.6481,8.06,36.27,36.27,0.030767,0.65,8.06,1362.69,1362.69,362.69,36.27,IPCA,0.0222,25.06,1250.58,CDB IPCA + 117.65%,8.06,180000.0,3.72,,,,,
LCA,,2922 dias,1000.0,IPCA +3.7%,,False,BANCO BTG PACTUAL,No Vencimento,True,False,3.7,,,AAA,S&P,1000.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,P,0.0,0.0,2922,2009,0.03069,0.6465,8.04,85.24,85.24,0.03069,0.65,8.04,1852.37,1852.37,852.37,85.24,IPCA,0.0222,56.29,1562.91,CDB IPCA + 117.65%,8.04,130000.0,3.7,,,,,
LCA,,1827 dias,1000.0,IPCA +3.67%,,False,BANCO BTG PACTUAL,No Vencimento,True,False,3.67,,,AAA,S&P,1000.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,P,0.0,0.0,1827,1257,0.030575,0.644,8.01,46.85,46.85,0.030575,0.64,8.01,1468.54,1468.54,468.54,46.85,IPCA,0.0222,32.23,1322.34,CDB IPCA + 117.65%,8.01,170000.0,3.67,,,,,
LCA,,2192 dias,1000.0,IPCA +3.67%,,False,BANCO BTG PACTUAL,No Vencimento,True,False,3.67,,,AAA,S&P,1000.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,P,0.0,0.0,2192,1507,0.030575,0.644,8.01,58.52,58.52,0.030575,0.64,8.01,1585.18,1585.18,585.18,58.52,IPCA,0.0222,39.79,1397.9,CDB IPCA + 117.65%,8.01,160000.0,3.67,,,,,
LCA,,2557 dias,1000.0,IPCA +3.67%,,False,BANCO BTG PACTUAL,No Vencimento,True,False,3.67,,,AAA,S&P,1000.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,P,0.0,0.0,2557,1757,0.030575,0.644,8.01,71.11,71.11,0.030575,0.64,8.01,1711.08,1711.08,711.08,71.11,IPCA,0.0222,47.78,1477.78,CDB IPCA + 117.65%,8.01,150000.0,3.67,,,,,
LCA,,366 dias,1000.0,IPCA +3.9%,,False,BANCO ABC BRASIL,No vencimento,False,False,3.9,Vencimento,05/04/2024,AAA,Fitch,1000.0,Guide,25.0,Guide,False,Corretora,,,,P,0.0,0.0,366,249,0.030418,0.6407,7.97,7.87,7.87,0.030418,0.64,7.97,1078.67,1078.67,78.67,7.87,IPCA,0.0222,5.67,1056.71,CDB IPCA + 4.73%,7.97,230000.0,3.9,,,,,
LCA,,1096 dias,1000.0,IPCA +3.51%,,False,BANCO BTG PACTUAL,No vencimento,False,False,3.51,,,AAA,S&P,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,0.0,0.0,1096,756,0.029962,0.6311,7.84,25.42,25.42,0.029962,0.63,7.84,1254.18,1254.18,254.18,25.42,IPCA,0.0222,18.3,1182.98,CDB IPCA + 4.13%,7.84,200000.0,3.51,,,,,
LCA,,3287 dias,1000.0,IPCA +3.38%,,False,BANCO BTG PACTUAL,No vencimento,False,False,3.38,,,AAA,S&P,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,0.0,0.0,3287,2263,0.029463,0.6206,7.71,94.77,94.77,0.029463,0.62,7.71,1947.71,1947.71,947.71,94.77,IPCA,0.0222,65.37,1653.69,CDB IPCA + 3.98%,7.71,130000.0,3.38,,,,,
LCA,,1461 dias,1000.0,IPCA +3.37%,,False,BANCO BTG PACTUAL,No vencimento,False,False,3.37,,,AAA,S&P,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,0.0,0.0,1461,1006,0.029425,0.6197,7.7,34.44,34.44,0.029425,0.62,7.7,1344.43,1344.43,344.43,34.44,IPCA,0.0222,25.06,1250.58,CDB IPCA + 3.96%,7.7,190000.0,3.37,,,,,
LCA,,2920 dias,1000.0,IPCA +3.35%,,False,BANCO BTG PACTUAL,No vencimento,False,False,3.35,,,AAA,S&P,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,0.0,0.0,2920,2007,0.029348,0.6181,7.67,80.21,80.21,0.029348,0.62,7.67,1802.06,1802.06,802.06,80.21,IPCA,0.0222,56.22,1562.22,CDB IPCA + 3.94%,7.67,140000.0,3.35,,,,,
LCA,,1826 dias,1000.0,IPCA +3.32%,,False,BANCO BTG PACTUAL,No vencimento,False,False,3.32,,,AAA,S&P,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,0.0,0.0,1826,1256,0.029233,0.6157,7.64,44.36,44.36,0.029233,0.62,7.64,1443.56,1443.56,443.56,44.36,IPCA,0.0222,32.2,1322.04,CDB IPCA + 3.91%,7.64,170000.0,3.32,,,,,
LCA,,2190 dias,1000.0,IPCA +3.32%,,False,BANCO BTG PACTUAL,No vencimento,False,False,3.32,,,AAA,S&P,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,0.0,0.0,2190,1505,0.029233,0.6157,7.64,55.25,55.25,0.029233,0.62,7.64,1552.54,1552.54,552.54,55.25,IPCA,0.0222,39.73,1397.28,CDB IPCA + 3.91%,7.64,160000.0,3.32,,,,,
LCA,,2557 dias,1000.0,IPCA +3.32%,,False,BANCO BTG PACTUAL,No vencimento,False,False,3.32,,,AAA,S&P,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,0.0,0.0,2557,1757,0.029233,0.6157,7.64,67.12,67.12,0.029233,0.62,7.64,1671.21,1671.21,671.21,67.12,IPCA,0.0222,47.78,1477.78,CDB IPCA + 3.91%,7.64,150000.0,3.32,,,,,
CDB,,618 dias,1041.985735,7.6%,,False,BANCO MASTER,No vencimento,False,False,7.6,Sem Amortização,30/01/2025,BBB-,Fitch,1041.985735,Genial Investimentos,16.0,Genial,False,Corretora,,True,,S,17.5,24.1,618,427,0.029072,0.6123,7.6,13.22,10.9,0.024237,0.51,6.3,1179.68,1155.59,113.6,10.9,PRÉ,0.0222,9.96,1145.73,LCI/LCA 6.27% PRÉ,7.6,220000.0,7.6,,,,,
CDB,,730 dias,1000.0,IPCA +3.15%,,False,MERCANTIL DO BRASIL ,No Vencimento,False,False,3.15,,No vencimento,Fitch,Fitch,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,15.0,23.14,730,502,0.028579,0.6019,7.47,15.42,13.11,0.024544,0.52,6.38,1154.25,1131.11,131.11,13.11,IPCA,0.0222,11.8,1118.05,LCI/LCA IPCA + 2.68%,7.47,220000.0,3.15,bancario,,,,
CDB,,730 dias,1000.0,IPCA +3.15%,,False,MERCANTIL DO BRASIL ,No Vencimento,False,False,3.15,,Sem carência,A-,Fitch,1000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,23.14,730,502,0.028579,0.6019,7.47,15.42,13.11,0.024544,0.52,6.38,1154.25,1131.11,131.11,13.11,IPCA,0.0222,11.8,1118.05,LCI/LCA IPCA + 2.68%,7.47,220000.0,3.15,,bancario,,,
DEB,,2215 dias,1102.986483,7.36%,,False,MOVIDA PARTICIPACOES,No vencimento,False,True,7.36,Sem Amortização,15/06/2029,AA+,Moodys,1102.986483,Genial Investimentos,24.0,Genial,False,Corretora,,True,,S,15.0,88.69,2215,1523,0.028186,0.5936,7.36,53.6,45.56,0.024654,0.52,6.41,1694.23,1605.54,502.55,45.56,PRÉ,0.0222,40.29,1547.36,LCI/LCA 6.26%,7.36,160000.0,7.36,,,,,
CDB,,1080 dias,1.0,IPCA +3.0%,,False,BANCO SOFISA,No vencimento,False,False,3.0,,,A+,Fitch,1.0,Sofisa Direto,19.0,Sofisa Direto,False,Banco,,,,P,15.0,0.03,1080,744,0.028001,0.5897,7.31,23.16,19.68,0.024155,0.51,6.28,1.23,1.2,0.2,20.0,IPCA,0.0222,17.98,1.18,LCI/LCA IPCA + 2.55%,7.31,200000.0,3.0,,,,,
CDB,,727 dias,1086.408569,7.3%,,False,BANCO BMG,No vencimento,False,False,7.3,Sem Amortização,19/05/2025,B+,Fitch,1086.408569,Genial Investimentos,12.0,Genial,False,Corretora,,True,,S,15.0,24.4,727,499,0.027964,0.5889,7.3,14.97,12.73,0.024009,0.51,6.24,1249.07,1224.67,138.26,12.73,PRÉ,0.0222,11.73,1213.85,LCI/LCA 6.21% PRÉ,7.3,220000.0,7.3,,,,,
CDB,,805 dias,1224.669498,7.3%,,False,AGIBANK,No vencimento,False,False,7.3,Sem Amortização,05/08/2025,BBB+,Fitch,1224.669498,Genial Investimentos,18.0,Genial,False,Corretora,,True,,S,15.0,30.78,805,554,0.027964,0.5889,7.3,16.75,14.24,0.024035,0.51,6.24,1429.85,1399.07,174.4,14.24,PRÉ,0.0222,13.1,1385.15,LCI/LCA 6.21% PRÉ,7.3,210000.0,7.3,,,,,
CDB,,715 dias,1375.69829,7.3%,,False,BANCO BMG,No vencimento,False,False,7.3,Sem Amortização,07/05/2025,B+,Fitch,1375.69829,Genial Investimentos,12.0,Genial,False,Corretora,,True,,S,17.5,35.43,715,491,0.027964,0.5889,7.3,14.72,12.14,0.023338,0.49,6.06,1578.13,1542.71,167.01,12.14,PRÉ,0.0222,11.53,1534.34,LCI/LCA 6.02% PRÉ,7.3,220000.0,7.3,,,,,
CDB,,762 dias,1204.412294,7.2%,,False,BANCO FIBRA,No vencimento,False,False,7.2,Sem Amortização,23/06/2025,B+,Fitch,1204.412294,Genial Investimentos,12.0,Genial,False,Corretora,,True,,S,15.0,28.04,762,523,0.027594,0.5811,7.2,15.52,13.19,0.023699,0.5,6.15,1391.37,1363.32,158.91,13.19,PRÉ,0.0222,12.33,1352.89,LCI/LCA 6.12% PRÉ,7.2,220000.0,7.2,,,,,
CDB,,805 dias,1222.509914,7.2%,,False,AGIBANK,No vencimento,False,False,7.2,Sem Amortização,05/08/2025,BBB+,Fitch,1222.509914,Genial Investimentos,18.0,Genial,False,Corretora,,True,,S,15.0,30.28,805,554,0.027594,0.5811,7.2,16.51,14.04,0.023713,0.5,6.16,1424.4,1394.12,171.61,14.04,PRÉ,0.0222,13.1,1382.71,LCI/LCA 6.12% PRÉ,7.2,210000.0,7.2,,,,,
CDB,,772 dias,1207.340863,7.2%,,False,BANCO PINE,No vencimento,False,False,7.2,Sem Amortização,03/07/2025,BB+,Fitch,1207.340863,Genial Investimentos,15.0,Genial,False,Corretora,,True,,S,15.0,28.57,772,531,0.027594,0.5811,7.2,15.78,13.41,0.023703,0.5,6.15,1397.83,1369.26,161.92,13.41,PRÉ,0.0222,12.53,1358.59,LCI/LCA 6.12% PRÉ,7.2,220000.0,7.2,,,,,
CDB,,801 dias,1107.841833,7.2%,,False,BANCO BMG,No vencimento,False,False,7.2,Sem Amortização,01/08/2025,B+,Fitch,1107.841833,Genial Investimentos,12.0,Genial,False,Corretora,,True,,S,15.0,27.34,801,552,0.027594,0.5811,7.2,16.45,13.98,0.023713,0.5,6.16,1290.09,1262.75,154.91,13.98,PRÉ,0.0222,13.05,1252.46,LCI/LCA 6.12% PRÉ,7.2,210000.0,7.2,,,,,
CDB,,773 dias,1107.966986,7.2%,,False,BANCO BMG,No vencimento,False,False,7.2,Sem Amortização,04/07/2025,B+,Fitch,1107.966986,Genial Investimentos,12.0,Genial,False,Corretora,,True,,S,15.0,26.27,773,532,0.027594,0.5811,7.2,15.81,13.44,0.023703,0.5,6.15,1283.13,1256.86,148.89,13.44,PRÉ,0.0222,12.55,1247.05,LCI/LCA 6.12% PRÉ,7.2,220000.0,7.2,,,,,
CDB,,777 dias,1276.647992,7.2%,,False,BANCO FIBRA,No vencimento,False,False,7.2,Sem Amortização,08/07/2025,B+,Fitch,1276.647992,Genial Investimentos,12.0,Genial,False,Corretora,,True,,S,15.0,30.4,777,534,0.027594,0.5811,7.2,15.87,13.49,0.023704,0.5,6.15,1479.3,1448.9,172.25,13.49,PRÉ,0.0222,12.6,1437.54,LCI/LCA 6.12% PRÉ,7.2,220000.0,7.2,,,,,
CDB,,791 dias,1273.137587,7.2%,,False,BANCO FIBRA,No vencimento,False,False,7.2,Sem Amortização,22/07/2025,B+,Fitch,1273.137587,Genial Investimentos,12.0,Genial,False,Corretora,,True,,S,15.0,30.93,791,544,0.027594,0.5811,7.2,16.19,13.76,0.023709,0.5,6.16,1479.31,1448.38,175.24,13.76,PRÉ,0.0222,12.85,1436.78,LCI/LCA 6.12% PRÉ,7.2,220000.0,7.2,,,,,
CDB,,784 dias,1204.019142,7.2%,,False,AGIBANK,No vencimento,False,False,7.2,Sem Amortização,15/07/2025,BBB+,Fitch,1204.019142,Genial Investimentos,18.0,Genial,False,Corretora,,True,,S,15.0,28.96,784,539,0.027594,0.5811,7.2,16.03,13.63,0.023707,0.5,6.16,1397.07,1368.11,164.09,13.63,PRÉ,0.0222,12.73,1357.27,LCI/LCA 6.12% PRÉ,7.2,220000.0,7.2,,,,,
CDB,,1095 dias,1000.0,IPCA +2.8%,,False,MERCANTIL DO BRASIL ,No Vencimento,False,False,2.8,,No vencimento,Fitch,Fitch,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,15.0,34.23,1095,755,0.02723,0.5734,7.1,22.82,19.4,0.023485,0.49,6.1,1228.21,1193.98,193.98,19.4,IPCA,0.0222,18.27,1182.72,LCI/LCA IPCA + 2.38%,7.1,200000.0,2.8,bancario,,,,
CDB,,1095 dias,1000.0,IPCA +2.8%,,False,MERCANTIL DO BRASIL ,No Vencimento,False,False,2.8,,Sem carência,A-,Fitch,1000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,34.23,1095,755,0.02723,0.5734,7.1,22.82,19.4,0.023485,0.49,6.1,1228.21,1193.98,193.98,19.4,IPCA,0.0222,18.27,1182.72,LCI/LCA IPCA + 2.38%,7.1,200000.0,2.8,,bancario,,,
CDB,,813 dias,1255.419037,7.1%,,False,BANCO FIBRA,No vencimento,False,False,7.1,Sem Amortização,13/08/2025,B+,Fitch,1255.419037,Genial Investimentos,12.0,Genial,False,Corretora,,True,,S,15.0,31.01,813,560,0.027223,0.5732,7.1,16.47,14.0,0.023394,0.49,6.07,1462.14,1431.13,175.71,14.0,PRÉ,0.0222,13.26,1421.83,LCI/LCA 6.03% PRÉ,7.1,210000.0,7.1,,,,,
